,MovieID,Title,Genres,Pure_Rating_avg
3294,3382,Song of Freedom (1936),Drama,4.2157353264167465
9437,44555,"Lives of Others, The (Das Leben der Anderen) (2006)",Drama,4.214613248210627
10500,63760,Bellissima (1951),Drama,4.214444763128958
9069,33451,"Ugly, Dirty and Bad (Brutti sporchi e cattivi) (1976)",Comedy|Drama,4.209384916187206
2945,3030,Yojimbo (1961),Action|Comedy|Crime|Drama|Thriller,4.204476054725454
1935,2019,Seven Samurai (Shichinin no samurai) (1954),Action|Drama,4.200869738056285
1155,1178,Paths of Glory (1957),Drama|War,4.1973425222109375
5908,6016,City of God (Cidade de Deus) (2002),Action|Crime|Drama,4.1970178764776565
10465,63069,Guinea Pig: Flowers of Flesh and Blood (Za ginipiggu 2: Chiniku no hana) (1985),Horror,4.191458306632261
9182,36056,Man of the West (1958),Western,4.19128763177449
10501,63768,Tattooed Life (Irezumi ichidai) (1965),Crime|Drama,4.189616208266846
732,745,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,4.188816592134431
8318,25789,Shanghai Express (1932),Adventure|Drama|Romance,4.188553068818626
1125,1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,4.186839814614514
737,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War,4.185610700133905
887,904,Rear Window (1954),Mystery|Thriller,4.185047172380159
8458,26228,"Swedish Love Story, A (KÃ¤rlekshistoria, En) (1970)",Drama|Romance,4.184481631378544
895,912,Casablanca (1942),Drama|Romance,4.183740247827849
7961,8684,"Man Escaped, A (Un condamnÃ© Ã  mort s'est Ã©chappÃ© ou Le vent souffle oÃ¹ il veut) (1956)",Adventure|Drama,4.181804075663024
1195,1221,"Godfather: Part II, The (1974)",Crime|Drama,4.1811229512648405
10182,58898,"Aerial, The (La Antena) (2007)",Adventure|Fantasy|Film-Noir|Mystery|Sci-Fi,4.180499184368381
3346,3435,Double Indemnity (1944),Crime|Drama|Film-Noir,4.180191974011874
4872,4973,"Amelie (Fabuleux destin d'AmÃ©lie Poulain, Le) (2001)",Comedy|Romance,4.178788636932841
905,922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance,4.178711364314522
7382,7644,Divorce Iranian Style (1998),Documentary,4.1785158252447525
8305,25759,Ten Days That Shook the World (Oktyabr) (1928),Drama|War,4.1745171429682335
1186,1212,"Third Man, The (1949)",Film-Noir|Mystery|Thriller,4.173044612267951
6014,6123,Sunless (Sans Soleil) (1983),Documentary,4.169537663719753
9967,55156,"Unreasonable Man, An (2006)",Documentary,4.169147959535598
8985,32444,Carmen (1983),Drama|Musical|Romance,4.16903327861821
6547,6669,Ikiru (1952),Drama,4.167666586687638
5188,5291,Rashomon (RashÃ´mon) (1950),Crime|Drama|Mystery,4.167580241033774
660,668,Pather Panchali (1955),Drama,4.167547509977449
1169,1193,One Flew Over the Cuckoo's Nest (1975),Comedy|Drama,4.1672940265883724
10394,61950,Boot Camp (2007),Thriller,4.167093318922822
2276,2360,"Celebration, The (Festen) (1998)",Drama,4.167078629018422
9024,32892,My Name Is Ivan (a.k.a. Ivan's Childhood) (Ivanovo detstvo) (1962),Drama|War,4.16590340603834
10396,61967,"Autumn Afternoon, An (Sanma no aji) (1962)",Drama,4.1657589109782895
7199,7327,Persona (1966),Drama,4.164932404127161
2937,3022,"General, The (1927)",Comedy|War,4.164884071916104
9017,32792,"Red Desert, The (Deserto rosso, Il) (1964)",Drama,4.164002730854837
10466,63082,Slumdog Millionaire (2008),Comedy|Drama|Romance,4.162458121338353
10560,64930,"More the Merrier, The (1943)",Comedy|Romance,4.157948856332967
1232,1260,M (1931),Crime|Film-Noir|Thriller,4.151241002687776
708,720,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy,4.147644266767215
10483,63329,Christmas Story (Joulutarina) (2007),Children|Drama|Fantasy,4.146485653020942
10502,63772,Bullfighter and the Lady (1951),Action|Drama|Romance,4.146458192133277
8429,26142,Major Dundee (1965),Adventure|War|Western,4.146170082389819
1173,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,4.145908326396488
9327,41336,NazarÃ­n (1959),Drama,4.1457150385277926
8404,26082,Harakiri (Seppuku) (1962),Drama,4.143845944733624
5512,5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Children|Fantasy,4.142132429118537
9243,38320,Valerie and Her Week of Wonders (Valerie a tÃ½den divu) (1970),Fantasy|Horror,4.139188647894201
9080,33608,December 7th (1943),Documentary|War,4.139158202711578
3340,3429,Creature Comforts (1989),Animation|Comedy,4.1380421434491135
4128,4226,Memento (2000),Crime|Drama|Mystery|Thriller,4.1350061985563356
2874,2959,Fight Club (1999),Action|Crime|Drama|Thriller,4.1332188116262625
10497,63647,Hanzo the Razor: Sword of Justice (GoyÃ´kiba) (1972),Action,4.131241314115803
10070,56671,"Go-Getter, The (2007)",Comedy|Drama,4.127915479014746
1178,1203,12 Angry Men (1957),Drama,4.1233412189323015
891,908,North by Northwest (1959),Adventure|Mystery|Thriller,4.122803045695037
1256,1284,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery,4.121778926905266
5863,5971,My Neighbor Totoro (Tonari no Totoro) (1988),Animation|Children|Fantasy,4.121625064127076
4226,4325,"Night, The (La Notte) (1960)",Drama,4.118402614150976
257,260,Star Wars: Episode IV - A New Hope (a.k.a. Star Wars) (1977),Action|Adventure|Sci-Fi,4.118231234230269
7531,7926,High and Low (Tengoku to jigoku) (1963),Crime|Drama|Film-Noir|Thriller,4.118026677173391
2845,2930,Return with Honor (1998),Documentary,4.1178069814955665
7435,7767,"Best of Youth, The (La Meglio gioventÃ¹) (2003)",Drama,4.117338026375141
8493,26360,"Small Change (Argent de poche, L') (1976)",Comedy|Drama,4.117049722146207
2646,2731,"400 Blows, The (Les Quatre cents coups) (1959)",Crime|Drama,4.116685083352374
6521,6643,Tokyo Story (TÃ´kyÃ´ monogatari) (1953),Drama,4.11566107910158
6162,6273,In a Lonely Place (1950),Drama|Film-Noir|Mystery|Romance,4.1155661679390345
7446,7783,Don't Tell Anyone (No se lo digas a nadie) (1998),Comedy|Drama,4.115148121149433
7823,8516,"Matter of Life and Death, A (Stairway to Heaven) (1946)",Comedy|Fantasy|Romance,4.114899606561479
3221,3307,City Lights (1931),Comedy|Drama|Romance,4.114189039501354
9007,32649,"Special Day, A (Una Giornata Particolare) (1977)",Drama|War,4.1129418852208826
7345,7567,Chance (2002),Comedy|Drama,4.112885435028899
2820,2905,Sanjuro (Tsubaki SanjÃ»rÃ´) (1962),Action|Adventure|Drama,4.1125206512304295
10346,61240,Let the Right One In (LÃ¥t den rÃ¤tte komma in) (2008),Drama|Horror|Romance,4.112366634692941
7434,7766,Throne of Blood (Kumonosu jÃ´) (1957),Action|Drama|Thriller|War,4.110943156060757
7796,8477,"Pier, The (La JetÃ©e) (1962)",Sci-Fi,4.110665194295051
6857,6985,"Passion of Joan of Arc, The (La Passion de Jeanne d'Arc) (1928)",Drama,4.109404751054214
2487,2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller,4.109166878670799
896,913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,4.108976139968627
1113,1136,Monty Python and the Holy Grail (1975),Comedy,4.108216362790753
7106,7234,"Strada, La (1954)",Drama,4.1071545473741224
8444,26176,Titicut Follies (1967),Documentary|Drama,4.107152882360255
7430,7762,"Tinker, Tailor, Soldier, Spy (1979)",Drama|Thriller,4.1070383542433495
3049,3134,"Grand Illusion (Grande illusion, La) (1937)",Drama|War,4.106231007215924
8349,25898,Day of Wrath (Vredens dag) (1943),Drama,4.10612640722227
1181,1207,To Kill a Mockingbird (1962),Drama,4.106061328066162
9020,32853,"Sorrow and the Pity, The (Chagrin et la pitiÃ©, Le) (1969)",Documentary|War,4.105674618372978
1183,1209,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western,4.105191933116455
587,593,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,4.105030189223615
5719,5825,"Life and Death of Colonel Blimp, The (1943)",Drama|Romance|War,4.104494311838836
6793,6918,"Unvanquished, The (Aparajito) (1957)",Drama,4.104332516352329
8531,26524,"Times of Harvey Milk, The (1984)",Documentary,4.102793043119862
10403,62054,"Friend Among Strangers, Stranger Among Friends (Svoy sredi chuzhikh, chuzhoy sredi svoikh) (1974)",Action|War|Western,4.102063387306608
7624,8125,Sunrise: A Song of Two Humans (1927),Drama|Romance,4.1012952946326795
909,926,All About Eve (1950),Drama,4.100695595527728
1224,1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,4.100139424552508
5045,5147,Wild Strawberries (SmultronstÃ¤llet) (1957),Drama,4.099931730755614
10296,60484,No Regrets for Our Youth (Waga seishun ni kuinashi) (1946),Drama,4.0995200788794515
4892,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Action|Adventure|Fantasy,4.09799344050641
1191,1217,Ran (1985),Drama|War,4.097488619091652
2245,2329,American History X (1998),Crime|Drama,4.0952922582418365
7393,7700,"Wages of Fear, The (Le Salaire de la peur) (1953)",Action|Adventure|Drama|Thriller,4.094535429032531
7663,8199,Ugetsu (Ugetsu monogatari) (1953),Drama|Thriller,4.094461618462822
1331,1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary,4.093987089894546
10373,61473,"Secret, A (Un secret) (2007)",Drama|War,4.093851485549077
6528,6650,Kind Hearts and Coronets (1949),Comedy|Drama,4.093432167211871
3373,3462,Modern Times (1936),Comedy|Romance,4.09327604791109
8469,26269,Lone Wolf and Cub: Sword of Vengeance (Kozure Ã”kami: Kowokashi udekashi tsukamatsuru) (1972),Action|Crime,4.092070876088941
5824,5932,Burden of Dreams (1982),Documentary,4.092004832162654
6660,6783,"Rules of the Game, The (La RÃ¨gle du jeu) (1939)",Comedy|Drama,4.091554776251361
4199,4298,Rififi (Du rififi chez les hommes) (1955),Crime|Film-Noir|Thriller,4.091201648741954
7933,8656,"Short Film About Killing, A (KrÃ³tki film o zabijaniu) (1988)",Crime|Drama,4.09105997868303
1179,1204,Lawrence of Arabia (1962),Adventure|Drama|War,4.090812530847347
7025,7153,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Fantasy,4.0896735751468265
9143,34299,"Appaloosa, The (1966)",Western,4.088685699847783
1982,2066,Out of the Past (1947),Film-Noir,4.086610620471169
212,214,Before the Rain (Pred dozhdot) (1994),Drama|War,4.086493335942094
7654,8188,Sansho the Bailiff (SanshÃ´ dayÃ») (1954),Drama,4.086449484372355
1124,1147,When We Were Kings (1996),Documentary,4.08617857534712
1171,1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,4.086050275701369
2773,2858,American Beauty (1999),Drama,4.085697380425372
4907,5008,Witness for the Prosecution (1957),Drama|Mystery|Thriller,4.085484205581155
7720,8335,Make Way for Tomorrow (1937),Drama,4.084361163990825
661,670,"World of Apu, The (Apur Sansar) (1959)",Drama,4.083776221761054
913,930,Notorious (1946),Film-Noir|Romance|Thriller,4.083708229914544
6885,7013,"Night of the Hunter, The (1955)",Drama|Film-Noir|Thriller,4.083563011022551
934,951,His Girl Friday (1940),Comedy|Romance,4.082807697305719
8412,26110,36 Hours (1965),Thriller|War,4.082758936168871
1192,1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller,4.082541245427632
3004,3089,"Bicycle Thief, The (Ladri di biciclette) (1948)",Drama,4.082109369176808
1172,1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,4.081737092665194
10521,64197,Hunger (2008),Drama,4.081216052298955
1220,1248,Touch of Evil (1958),Crime|Film-Noir|Thriller,4.080435109980991
5584,5690,Grave of the Fireflies (Hotaru no haka) (1988),Animation|Drama|War,4.079370828003784
5395,5498,Red Beard (Akahige) (1965),Drama,4.078812196338027
1187,1213,Goodfellas (1990),Crime|Drama,4.078387630184628
2119,2203,Shadow of a Doubt (1943),Film-Noir|Thriller,4.078379727156166
2835,2920,Children of Paradise (Les enfants du paradis) (1945),Drama|Romance,4.0782207090278995
8589,26796,"Heart in Winter, A (Un coeur en hiver) (1992)",Drama|Romance,4.077919903142741
8423,26131,"Battle of Algiers, The (Bataille d'Alger, La) (1966)",Drama|War,4.077756228928124
7897,8620,"Exterminating Angel, The (El Ã�ngel exterminador) (1962)",Comedy|Drama|Fantasy|Mystery,4.075997665726449
10350,61253,"Longshots, The (2008)",Drama,4.0757215491551015
7841,8536,"Intended, The (2002)",Drama|Thriller,4.0744513109584775
10547,64620,Frost/Nixon (2008),Drama,4.0744202334591755
1197,1223,Wallace & Gromit: A Grand Day Out (1989),Adventure|Animation|Children|Comedy|Sci-Fi,4.073457234004369
7028,7156,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",Documentary,4.073281188797262
906,923,Citizen Kane (1941),Drama|Mystery,4.073169492977147
10248,59832,Where the Sidewalk Ends (1950),Crime|Drama|Film-Noir,4.072624034125965
2240,2324,Life Is Beautiful (La Vita Ã¨ bella) (1997),Comedy|Drama|Romance|War,4.0726186255817485
7467,7820,"Virgin Spring, The (JungfrukÃ¤llan) (1960)",Drama,4.072374246758563
1732,1809,Fireworks (Hana-bi) (1997),Crime|Drama,4.072078119391184
5915,6023,Band of Outsiders (Bande Ã  part) (1964),Comedy|Crime|Drama|Romance,4.0720581697378995
2850,2935,"Lady Eve, The (1941)",Comedy|Romance,4.070805875185053
6522,6644,"Green Ray, The (Rayon vert, Le) (1986)",Drama|Romance,4.069890680065124
322,326,To Live (Huozhe) (1994),Drama,4.0689794704353845
7324,7483,Foreign Land (Terra Estrangeira) (1996),Action|Crime|Drama|Romance|Thriller,4.06805804890374
6809,6935,"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)",Documentary,4.067557052809416
2267,2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama,4.067241046353754
4827,4928,That Obscure Object of Desire (Cet obscur objet du dÃ©sir) (1977),Drama,4.067161193312268
1234,1262,"Great Escape, The (1963)",Action|Adventure|Drama|War,4.066734677818118
293,296,Pulp Fiction (1994),Comedy|Crime|Drama,4.066519734604333
7860,8582,Manufacturing Consent: Noam Chomsky and the Media (1992),Documentary|War,4.06644723116719
8300,25750,Sherlock Jr. (1924),Comedy|Fantasy|Romance,4.066445877028337
4046,4144,In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance,4.066398124318744
9209,37240,Why We Fight (2005),Documentary,4.0659430736485715
10263,60069,WALLÂ·E (2008),Adventure|Animation|Children|Comedy|Romance|Sci-Fi,4.065821000870537
9339,41627,Samurai Rebellion (JÃ´i-uchi: HairyÃ´ tsuma shimatsu) (1967),Action|Drama,4.064921556439961
6971,7099,NausicaÃ¤ of the Valley of the Winds (Kaze no tani no Naushika) (1984),Adventure|Animation|Drama|Fantasy|Sci-Fi,4.064443434410792
8400,26064,"Bad Sleep Well, The (Warui yatsu hodo yoku nemuru) (1960)",Drama|Thriller,4.063754502877517
933,950,"Thin Man, The (1934)",Comedy|Mystery,4.063551889596986
10514,63876,Milk (2008),Drama,4.062352701256004
303,306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,4.061684710387483
7449,7786,Ghengis Blues (1999),Documentary,4.061604013340859
5705,5811,Etoiles: Dancers of the Paris Opera Ballet (Tout PrÃ¨s des Ã©toiles) (2001),Documentary|Musical,4.061556883798462
5844,5952,"Lord of the Rings: The Two Towers, The (2002)",Action|Adventure|Fantasy,4.061459057855135
2246,2330,Hands on a Hard Body (1996),Comedy|Documentary,4.061150206194644
6035,6144,"Traviata, La (1982)",Drama|Musical,4.060485586266199
7268,7396,Scenes From a Marriage (Scener ur ett Ã¤ktenskap) (1973),Drama,4.060049420529579
7665,8202,"Golden Coach, The (Carrosse d'or, Le) (1953)",Comedy|Drama|Romance,4.059582522980314
2641,2726,"Killing, The (1956)",Crime|Film-Noir,4.059511892533956
1209,1236,Trust (1990),Comedy|Drama|Romance,4.058917661268474
1206,1233,"Boat, The (Das Boot) (1981)",Action|Drama|War,4.05864016612963
1861,1945,On the Waterfront (1954),Crime|Drama,4.05852294386441
7233,7361,Eternal Sunshine of the Spotless Mind (2004),Comedy|Drama|Romance|Sci-Fi,4.0582612126041715
1207,1234,"Sting, The (1973)",Comedy|Crime,4.057455500595988
537,541,Blade Runner (1982),Adventure|Drama|Film-Noir|Sci-Fi|Thriller,4.057290337002697
8600,26842,Tai Chi Master (Tai ji: Zhang San Feng) (1993),Action|Comedy|Drama|Thriller,4.057134493226896
10327,60943,Frozen River (2008),Drama,4.056352367244353
6796,6921,Man of Marble (Czlowiek z Marmuru) (1977),Drama,4.056207996173766
4706,4806,"Shop on Main Street, The (Obchod na korze) (1965)",Drama,4.056088836484037
2953,3038,"Face in the Crowd, A (1957)",Drama,4.056043972444032
2102,2186,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller,4.055414290487744
1740,1819,Storefront Hitchcock (1997),Documentary|Musical,4.054279902355497
10529,64278,"Pervert's Guide to Cinema, The (2006)",Documentary,4.053290230225222
6312,6433,"Man with the Movie Camera, The (Chelovek s kino-apparatom) (1929)",Documentary,4.052444370109269
6915,7043,My Life to Live (Vivre sa vie: Film en douze tableaux) (1962),Drama,4.0513939113408295
1165,1189,"Thin Blue Line, The (1988)",Documentary,4.050421904998342
3536,3629,"Gold Rush, The (1925)",Adventure|Comedy|Romance,4.0500229364326
8569,26699,Close-Up (Nema-ye Nazdik) (1990),Drama,4.049376595025998
2758,2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance,4.047719005529988
9669,49265,Shooting Dogs (a.k.a. Beyond The Gates) (2005),Documentary|Drama|War,4.047605113677893
8470,26270,Lone Wolf and Cub: Baby Cart at the River Styx (Kozure Ã”kami: Sanzu no kawa no ubaguruma) (1972),Action|Adventure,4.046637688837679
109,111,Taxi Driver (1976),Crime|Drama|Thriller,4.045867851787131
8900,31950,Curse of the Demon (Night of the Demon) (1957),Fantasy|Horror|Mystery,4.045693878293494
8697,27773,Oldboy (2005),Action|Adventure|Crime|Drama|Mystery|Thriller,4.045391456053392
1108,1131,Jean de Florette (1986),Drama,4.0446069021028395
881,898,"Philadelphia Story, The (1940)",Comedy|Romance,4.043299726648608
886,903,Vertigo (1958),Drama|Mystery|Romance|Thriller,4.043249285261326
2992,3077,42 Up (1998),Documentary,4.042503879211696
4898,4999,Dodsworth (1936),Drama|Romance,4.042250100948503
1252,1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama,4.04164432444424
5019,5121,Stroszek (1977),Comedy|Drama,4.041355931436592
10499,63698,Three Monkeys (ÃœÃ§ maymun) (2008),Drama,4.041231924998162
4333,4432,Sweet Smell of Success (1957),Drama|Film-Noir,4.039771412383978
1149,1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Comedy|Drama|Romance,4.0395930252303955
2840,2925,"Conformist, The (Il Conformista) (1970)",Drama,4.0391730335610605
1226,1254,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western,4.038898483658463
625,632,Land and Freedom (Tierra y libertad) (1995),Drama|War,4.038414904714347
4085,4183,"Unbelievable Truth, The (1989)",Comedy|Drama,4.038160301488156
3381,3470,Dersu Uzala (1975),Adventure|Drama,4.0381600958886565
4231,4330,"Scarlet Empress, The (1934)",Drama,4.037991498299254
8947,32179,Elevator to the Gallows (Ascenseur pour l'Ã©chafaud) (1958),Crime|Drama|Thriller,4.037718304473766
888,905,It Happened One Night (1934),Comedy|Romance,4.037200641942171
5201,5304,"Open City (Roma, cittÃ  aperta) (1945)",Drama|War,4.036869771158185
10471,63181,Tokyo Gore Police (TÃ´kyÃ´ zankoku keisatsu) (2008),Action|Horror,4.036473061938104
6257,6375,Gigantic (A Tale of Two Johns) (2002),Documentary,4.03590418792651
602,608,Fargo (1996),Comedy|Crime|Drama|Thriller,4.035468785095024
1198,1224,Henry V (1989),Drama|War,4.035032415180004
2419,2503,"Apple, The (Sib) (1998)",Drama,4.033425612677835
9034,33113,Act of Violence (1948),Drama|Film-Noir|Thriller,4.033391405986438
2852,2937,"Palm Beach Story, The (1942)",Comedy,4.033093829672889
6946,7074,"Navigator, The (1924)",Comedy,4.032411408742819
2915,3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy,4.032267992213016
8858,31588,Casque d'or (a.k.a. Golden Marie) (1952),Crime|Drama|Romance,4.031987217280965
2846,2931,Time of the Gypsies (Dom za vesanje) (1989),Drama,4.0319240046885785
1222,1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,4.03125795425144
3220,3306,"Circus, The (1928)",Comedy,4.031081554500569
4096,4194,I Know Where I'm Going! (1945),Drama|Romance|War,4.030422649115586
5121,5224,Promises (2001),Documentary,4.0303569486896755
657,665,Underground (1995),Comedy|Drama|War,4.0299641792056455
7544,7941,Smiles Of A Summer Night (Sommarnattens leende) (1955),Comedy|Romance,4.029906706907326
7344,7566,28 Up (1985),Documentary,4.029312787552058
1855,1939,"Best Years of Our Lives, The (1946)",Drama|War,4.029236628066933
3887,3983,You Can Count on Me (2000),Drama,4.029210812419263
1182,1208,Apocalypse Now (1979),Action|Drama|War,4.02856407172762
8062,8785,Early Summer (BakushÃ») (1951),Drama,4.028415524962166
9527,46664,"Fallen Idol, The (1948)",Drama|Mystery|Thriller,4.028035788435838
7542,7939,Through a Glass Darkly (SÃ¥som i en spegel) (1961),Drama,4.027738558283321
3327,3415,"Mirror, The (Zerkalo) (1975)",Drama,4.027665711744278
1176,1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,4.027657222431704
10573,65091,Manhattan Melodrama (1934),Crime|Drama|Romance,4.0275520108552945
8666,27611,Battlestar Galactica (2003),Action|Adventure|Sci-Fi,4.027432432960744
1202,1228,Raging Bull (1980),Drama,4.027134755785307
7087,7215,To Have and Have Not (1944),Drama|Romance|Thriller,4.026420614010218
7113,7241,Kanal (1957),Drama|War,4.026380935703074
8753,30749,Hotel Rwanda (2004),Drama|War,4.026080366555393
1228,1256,Duck Soup (1933),Comedy|Musical,4.025306851859476
7587,8014,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",Drama,4.0245034380953255
5676,5782,"Professional, The (Le Professionnel) (1981)",Action|Drama|Thriller,4.024455219102945
1239,1267,"Manchurian Candidate, The (1962)",Crime|Thriller|War,4.023527898411189
7362,7587,"Godson, The (SamouraÃ¯, Le) (1967)",Crime|Drama|Thriller,4.02274018120483
6489,6611,Umberto D. (1952),Drama,4.022537596490388
2677,2762,"Sixth Sense, The (1999)",Drama|Mystery|Thriller,4.022018526320831
5887,5995,"Pianist, The (2002)",Drama|War,4.021932475353857
1865,1949,"Man for All Seasons, A (1966)",Drama,4.020486528610427
3725,3819,Tampopo (1985),Comedy,4.020024271942642
10314,60745,Blast of Silence (1961),Crime|Drama|Thriller,4.019454710832374
7530,7925,"Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)",Action|Adventure,4.019268958178416
6572,6694,Suddenly (Tan de Repente) (2002),Comedy|Drama,4.018755520841275
7007,7135,Shoot the Piano Player (Tirez sur le pianiste) (1960),Crime|Drama|Romance|Thriller,4.018717047012638
2124,2208,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller,4.018612045772151
10235,59684,Lake of Fire (2006),Documentary,4.017970120280909
3005,3090,Matewan (1987),Drama,4.017423151847122
1067,1089,Reservoir Dogs (1992),Crime|Drama|Thriller,4.016898953513158
8574,26729,Hearts of Darkness: A Filmmakers Apocalypse (1991),Documentary,4.016761008049094
9360,42217,Late Spring (Banshun) (1949),Drama,4.016583391406052
8433,26150,Andrei Rublev (Andrey Rublyov) (1969),Drama|War,4.016210817680986
